"","Country","currency","price","category","name","X1.EUR.in.Currency","X1.USD.in.Currency","EUR.Average.Monthly.Salary","USD.Average.Monthly.Salary","price_eur","months_to_buy_product"
"645","Brazil","BRL",10499,"iphone","iPhone 14 Pro Max 128GB Deep Purple",5.54,5.38,359.84,372.27,1895.12635379061,5.26658057411798
"646","Brazil","BRL",11599,"iphone","iPhone 14 Plus 512GB Midnight",5.54,5.38,359.84,372.27,2093.68231046931,5.81837013803167
"647","Brazil","BRL",11499,"iphone","iPhone 14 Pro Max 256GB Space Black",5.54,5.38,359.84,372.27,2075.63176895307,5.76820745040315
"648","Brazil","BRL",38999,"mac","16-inch MacBook Pro - Silver",5.54,5.38,359.84,372.27,7039.53068592058,19.5629465482453
"649","Brazil","BRL",6999,"ipad","10.9-inch iPad Air Wi-Fi 64GB - Starlight",5.54,5.38,359.84,372.27,1263.35740072202,3.51088650711989
"650","Brazil","BRL",14799,"mac","24-inch Green iMac with 4.5K Retina display",5.54,5.38,359.84,372.27,2671.29963898917,7.4235761421442
"651","Brazil","BRL",28499,"ipad","12.9-inch iPad Pro Wi-Fi + Cellular 2TB - Space Gray",5.54,5.38,359.84,372.27,5144.2238267148,14.295864347251
"652","Brazil","BRL",8599,"iphone","iPhone 14 Plus 128GB Midnight",5.54,5.38,359.84,372.27,1552.16606498195,4.31348950917616
"653","Brazil","BRL",24999,"ipad","11-inch iPad Pro Wi-Fi + Cellular 2TB - Silver",5.54,5.38,359.84,372.27,4512.45487364621,12.5401702802529
"654","Brazil","BRL",13299,"ipad","12.9-inch iPad Pro Wi-Fi 128GB - Silver",5.54,5.38,359.84,372.27,2400.54151624549,6.67113582771645
"655","Brazil","BRL",11599,"iphone","iPhone 14 Plus 512GB Blue",5.54,5.38,359.84,372.27,2093.68231046931,5.81837013803167
"656","Brazil","BRL",15499,"iphone","iPhone 14 Pro Max 1TB Deep Purple",5.54,5.38,359.84,372.27,2797.65342960289,7.77471495554382
"657","Brazil","BRL",26499,"ipad","12.9-inch iPad Pro Wi-Fi 2TB - Space Gray",5.54,5.38,359.84,372.27,4783.21299638989,13.2926105946807
"658","Brazil","BRL",9799,"ipad","11-inch iPad Pro Wi-Fi 128GB - Space Gray",5.54,5.38,359.84,372.27,1768.7725631769,4.91544176071836
"659","Brazil","BRL",30999,"mac","16-inch MacBook Pro - Space Gray",5.54,5.38,359.84,372.27,5595.48736462094,15.5499315379639
"660","Brazil","BRL",28999,"mac","14-inch MacBook Pro - Silver",5.54,5.38,359.84,372.27,5234.47653429603,14.5466777853936
"661","Brazil","BRL",11799,"ipad","11-inch iPad Pro Wi-Fi + Cellular 128GB - Space Gray",5.54,5.38,359.84,372.27,2129.78339350181,5.9186955132887
"662","Brazil","BRL",16899,"ipad","12.9-inch iPad Pro Wi-Fi 512GB - Silver",5.54,5.38,359.84,372.27,3050.36101083033,8.47699258234306
"663","Brazil","BRL",18799,"mac","24-inch Pink iMac with 4.5K Retina display",5.54,5.38,359.84,372.27,3393.32129963899,9.43008364728488
"664","Brazil","BRL",10999,"ipad","11-inch iPad Pro Wi-Fi 256GB - Silver",5.54,5.38,359.84,372.27,1985.37906137184,5.51739401226056
"665","Brazil","BRL",23699,"mac","14-inch MacBook Pro - Silver",5.54,5.38,359.84,372.27,4277.79783393502,11.8880553410822
"666","Brazil","BRL",8599,"ipad","10.9-inch iPad Air Wi-Fi 256GB - Blue",5.54,5.38,359.84,372.27,1552.16606498195,4.31348950917616
"667","Brazil","BRL",13999,"mac","MacBook Air with M2 chip - Midnight",5.54,5.38,359.84,372.27,2526.89530685921,7.02227464111607
"668","Brazil","BRL",14499,"iphone","iPhone 14 Pro 1TB Deep Purple",5.54,5.38,359.84,372.27,2617.14801444043,7.27308807925865
"669","Brazil","BRL",10199,"ipad","10.9-inch iPad Air Wi-Fi + Cellular 256GB - Purple",5.54,5.38,359.84,372.27,1840.97472924188,5.11609251123243
"670","Brazil","BRL",21699,"ipad","12.9-inch iPad Pro Wi-Fi 1TB - Space Gray",5.54,5.38,359.84,372.27,3916.78700361011,10.8848015885119
"671","Brazil","BRL",10499,"iphone","iPhone 14 Pro Max 128GB Space Black",5.54,5.38,359.84,372.27,1895.12635379061,5.26658057411798
"672","Brazil","BRL",12999,"ipad","11-inch iPad Pro Wi-Fi + Cellular 256GB - Silver",5.54,5.38,359.84,372.27,2346.38989169675,6.5206477648309
"673","Brazil","BRL",8499,"ipad","10.9-inch iPad Wi‑Fi + Cellular 256GB - Blue",5.54,5.38,359.84,372.27,1534.1155234657,4.26332682154764
"674","Brazil","BRL",10499,"iphone","iPhone 14 Pro 256GB Deep Purple",5.54,5.38,359.84,372.27,1895.12635379061,5.26658057411798
"675","Brazil","BRL",13999,"mac","MacBook Air with M2 chip - Space Gray",5.54,5.38,359.84,372.27,2526.89530685921,7.02227464111607
"676","Brazil","BRL",11499,"iphone","iPhone 14 Pro Max 256GB Gold",5.54,5.38,359.84,372.27,2075.63176895307,5.76820745040315
"677","Brazil","BRL",17199,"mac","MacBook Air with M2 chip - Midnight",5.54,5.38,359.84,372.27,3104.51263537906,8.62748064522861
"678","Brazil","BRL",17199,"mac","MacBook Air with M2 chip - Silver",5.54,5.38,359.84,372.27,3104.51263537906,8.62748064522861
"679","Brazil","BRL",15499,"iphone","iPhone 14 Pro Max 1TB Silver",5.54,5.38,359.84,372.27,2797.65342960289,7.77471495554382
"680","Brazil","BRL",13399,"ipad","11-inch iPad Pro Wi-Fi 512GB - Silver",5.54,5.38,359.84,372.27,2418.59205776173,6.72129851534497
"681","Brazil","BRL",6899,"ipad","10.9-inch iPad Wi‑Fi + Cellular 64GB - Silver",5.54,5.38,359.84,372.27,1245.30685920578,3.46072381949137
"682","Brazil","BRL",7599,"iphone","iPhone 14 128GB Blue",5.54,5.38,359.84,372.27,1371.66064981949,3.81186263289099
"683","Brazil","BRL",8599,"ipad","10.9-inch iPad Air Wi-Fi 256GB - Space Gray",5.54,5.38,359.84,372.27,1552.16606498195,4.31348950917616
"684","Brazil","BRL",13399,"ipad","11-inch iPad Pro Wi-Fi 512GB - Space Gray",5.54,5.38,359.84,372.27,2418.59205776173,6.72129851534497
"685","Brazil","BRL",10599,"iphone","iPhone 14 512GB Starlight",5.54,5.38,359.84,372.27,1913.17689530686,5.3167432617465
"686","Brazil","BRL",18899,"ipad","12.9-inch iPad Pro Wi-Fi + Cellular 512GB - Space Gray",5.54,5.38,359.84,372.27,3411.37184115523,9.48024633491339
"687","Brazil","BRL",15399,"ipad","11-inch iPad Pro Wi-Fi + Cellular 512GB - Space Gray",5.54,5.38,359.84,372.27,2779.60288808664,7.7245522679153
"688","Brazil","BRL",26499,"ipad","12.9-inch iPad Pro Wi-Fi 2TB - Silver",5.54,5.38,359.84,372.27,4783.21299638989,13.2926105946807
"689","Brazil","BRL",20199,"ipad","11-inch iPad Pro Wi-Fi + Cellular 1TB - Silver",5.54,5.38,359.84,372.27,3646.02888086643,10.1323612740841
"690","Brazil","BRL",8599,"iphone","iPhone 14 256GB Blue",5.54,5.38,359.84,372.27,1552.16606498195,4.31348950917616
"691","Brazil","BRL",16799,"mac","24-inch Silver iMac with 4.5K Retina display",5.54,5.38,359.84,372.27,3032.31046931408,8.42682989471454
"692","Brazil","BRL",9599,"iphone","iPhone 14 Plus 256GB Purple",5.54,5.38,359.84,372.27,1732.6714801444,4.81511638546133
"693","Brazil","BRL",6899,"ipad","10.9-inch iPad Wi‑Fi 256GB - Yellow",5.54,5.38,359.84,372.27,1245.30685920578,3.46072381949137
"694","Brazil","BRL",9599,"iphone","iPhone 14 Plus 256GB Starlight",5.54,5.38,359.84,372.27,1732.6714801444,4.81511638546133
"695","Brazil","BRL",18899,"ipad","12.9-inch iPad Pro Wi-Fi + Cellular 512GB - Silver",5.54,5.38,359.84,372.27,3411.37184115523,9.48024633491339
"696","Brazil","BRL",15499,"iphone","iPhone 14 Pro Max 1TB Gold",5.54,5.38,359.84,372.27,2797.65342960289,7.77471495554382
"697","Brazil","BRL",10599,"iphone","iPhone 14 512GB Midnight",5.54,5.38,359.84,372.27,1913.17689530686,5.3167432617465
"698","Brazil","BRL",5299,"ipad","10.9-inch iPad Wi‑Fi 64GB - Yellow",5.54,5.38,359.84,372.27,956.498194945848,2.65812081743511
"699","Brazil","BRL",16899,"ipad","12.9-inch iPad Pro Wi-Fi 512GB - Space Gray",5.54,5.38,359.84,372.27,3050.36101083033,8.47699258234306
"700","Brazil","BRL",9599,"iphone","iPhone 14 Plus 256GB Midnight",5.54,5.38,359.84,372.27,1732.6714801444,4.81511638546133
"701","Brazil","BRL",6899,"ipad","10.9-inch iPad Wi‑Fi 256GB - Pink",5.54,5.38,359.84,372.27,1245.30685920578,3.46072381949137
"702","Brazil","BRL",6899,"ipad","10.9-inch iPad Wi‑Fi + Cellular 64GB - Pink",5.54,5.38,359.84,372.27,1245.30685920578,3.46072381949137
"703","Brazil","BRL",5299,"ipad","10.9-inch iPad Wi‑Fi 64GB - Silver",5.54,5.38,359.84,372.27,956.498194945848,2.65812081743511
"704","Brazil","BRL",13999,"mac","MacBook Air with M2 chip - Silver",5.54,5.38,359.84,372.27,2526.89530685921,7.02227464111607
"705","Brazil","BRL",8599,"ipad","10.9-inch iPad Air Wi-Fi + Cellular 64GB - Purple",5.54,5.38,359.84,372.27,1552.16606498195,4.31348950917616
"706","Brazil","BRL",16799,"mac","24-inch Orange iMac with 4.5K Retina display",5.54,5.38,359.84,372.27,3032.31046931408,8.42682989471454
"707","Brazil","BRL",8599,"ipad","10.9-inch iPad Air Wi-Fi 256GB - Pink",5.54,5.38,359.84,372.27,1552.16606498195,4.31348950917616
"708","Brazil","BRL",15499,"iphone","iPhone 14 Pro Max 1TB Space Black",5.54,5.38,359.84,372.27,2797.65342960289,7.77471495554382
"709","Brazil","BRL",8599,"ipad","10.9-inch iPad Air Wi-Fi + Cellular 64GB - Pink",5.54,5.38,359.84,372.27,1552.16606498195,4.31348950917616
"710","Brazil","BRL",12999,"ipad","11-inch iPad Pro Wi-Fi + Cellular 256GB - Space Gray",5.54,5.38,359.84,372.27,2346.38989169675,6.5206477648309
"711","Brazil","BRL",10599,"iphone","iPhone 14 512GB Blue",5.54,5.38,359.84,372.27,1913.17689530686,5.3167432617465
"712","Brazil","BRL",13299,"ipad","12.9-inch iPad Pro Wi-Fi 128GB - Space Gray",5.54,5.38,359.84,372.27,2400.54151624549,6.67113582771645
"713","Brazil","BRL",24999,"ipad","11-inch iPad Pro Wi-Fi + Cellular 2TB - Space Gray",5.54,5.38,359.84,372.27,4512.45487364621,12.5401702802529
"714","Brazil","BRL",10199,"ipad","10.9-inch iPad Air Wi-Fi + Cellular 256GB - Space Gray",5.54,5.38,359.84,372.27,1840.97472924188,5.11609251123243
"715","Brazil","BRL",9599,"iphone","iPhone 14 Plus 256GB (PRODUCT)RED",5.54,5.38,359.84,372.27,1732.6714801444,4.81511638546133
"716","Brazil","BRL",8599,"iphone","iPhone 14 Plus 128GB Starlight",5.54,5.38,359.84,372.27,1552.16606498195,4.31348950917616
"717","Brazil","BRL",5299,"ipad","10.9-inch iPad Wi‑Fi 64GB - Blue",5.54,5.38,359.84,372.27,956.498194945848,2.65812081743511
"718","Brazil","BRL",13999,"mac","MacBook Air with M2 chip - Starlight",5.54,5.38,359.84,372.27,2526.89530685921,7.02227464111607
"719","Brazil","BRL",8599,"iphone","iPhone 14 256GB Starlight",5.54,5.38,359.84,372.27,1552.16606498195,4.31348950917616
"720","Brazil","BRL",11599,"iphone","iPhone 14 Plus 512GB (PRODUCT)RED",5.54,5.38,359.84,372.27,2093.68231046931,5.81837013803167
"721","Brazil","BRL",11599,"iphone","iPhone 14 Plus 512GB Starlight",5.54,5.38,359.84,372.27,2093.68231046931,5.81837013803167
"722","Brazil","BRL",8599,"ipad","10.9-inch iPad Air Wi-Fi 256GB - Starlight",5.54,5.38,359.84,372.27,1552.16606498195,4.31348950917616
"723","Brazil","BRL",8599,"ipad","10.9-inch iPad Air Wi-Fi + Cellular 64GB - Blue",5.54,5.38,359.84,372.27,1552.16606498195,4.31348950917616
"724","Brazil","BRL",17199,"mac","MacBook Air with M2 chip - Starlight",5.54,5.38,359.84,372.27,3104.51263537906,8.62748064522861
"725","Canada","CAD",2979,"ipad","12.9-inch iPad Pro Wi-Fi 2TB - Silver",1.38,1.34,3018.58,3122.87,2158.69565217391,0.715136140892046
"726","Canada","CAD",2239,"iphone","iPhone 14 Pro Max 1TB Silver",1.38,1.34,3018.58,3122.87,1622.46376811594,0.537492386524771
"727","Canada","CAD",1099,"iphone","iPhone 14 128GB Purple",1.38,1.34,3018.58,3122.87,796.376811594203,0.263824981148157
"728","Canada","CAD",1899,"mac","MacBook Air with M2 chip - Midnight",1.38,1.34,3018.58,3122.87,1376.08695652174,0.455872283166833
"729","Canada","CAD",2089,"iphone","iPhone 14 Pro 1TB Deep Purple",1.38,1.34,3018.58,3122.87,1513.76811594203,0.501483517396269
"730","Canada","CAD",999,"ipad","10.9-inch iPad Air Wi-Fi + Cellular 64GB - Space Gray",1.38,1.34,3018.58,3122.87,723.913043478261,0.239819068395822
"731","Canada","CAD",1519,"iphone","iPhone 14 512GB Purple",1.38,1.34,3018.58,3122.87,1100.72463768116,0.364649814707962
"732","Canada","CAD",2239,"ipad","11-inch iPad Pro Wi-Fi + Cellular 1TB - Silver",1.38,1.34,3018.58,3122.87,1622.46376811594,0.537492386524771
"733","Canada","CAD",1699,"iphone","iPhone 14 Pro Max 256GB Gold",1.38,1.34,3018.58,3122.87,1231.15942028986,0.407860457662164
"734","Canada","CAD",1399,"iphone","iPhone 14 Plus 256GB Blue",1.38,1.34,3018.58,3122.87,1013.76811594203,0.33584271940516
"735","Canada","CAD",999,"ipad","10.9-inch iPad Wi‑Fi + Cellular 256GB - Blue",1.38,1.34,3018.58,3122.87,723.913043478261,0.239819068395822
"736","Canada","CAD",1299,"ipad","11-inch iPad Pro Wi-Fi + Cellular 128GB - Silver",1.38,1.34,3018.58,3122.87,941.304347826087,0.311836806652826
"737","Canada","CAD",1399,"iphone","iPhone 14 Plus 256GB Starlight",1.38,1.34,3018.58,3122.87,1013.76811594203,0.33584271940516
"738","Canada","CAD",2039,"ipad","11-inch iPad Pro Wi-Fi 1TB - Silver",1.38,1.34,3018.58,3122.87,1477.53623188406,0.489480561020102
"739","Canada","CAD",999,"ipad","10.9-inch iPad Air Wi-Fi + Cellular 64GB - Blue",1.38,1.34,3018.58,3122.87,723.913043478261,0.239819068395822
"740","Canada","CAD",1249,"iphone","iPhone 14 Plus 128GB Purple",1.38,1.34,3018.58,3122.87,905.072463768116,0.299833850276659
"741","Canada","CAD",1519,"iphone","iPhone 14 512GB Blue",1.38,1.34,3018.58,3122.87,1100.72463768116,0.364649814707962
"742","Canada","CAD",1099,"iphone","iPhone 14 128GB Starlight",1.38,1.34,3018.58,3122.87,796.376811594203,0.263824981148157
"743","Canada","CAD",2099,"mac","24-inch Blue iMac with 4.5K Retina display",1.38,1.34,3018.58,3122.87,1521.01449275362,0.503884108671502
"744","Canada","CAD",3179,"ipad","12.9-inch iPad Pro Wi-Fi + Cellular 2TB - Silver",1.38,1.34,3018.58,3122.87,2303.6231884058,0.763147966396715
"745","Canada","CAD",1849,"mac","24-inch Green iMac with 4.5K Retina display",1.38,1.34,3018.58,3122.87,1339.85507246377,0.443869326790666
"746","Canada","CAD",2499,"mac","14-inch MacBook Pro - Space Gray",1.38,1.34,3018.58,3122.87,1810.86956521739,0.599907759680841
"747","Canada","CAD",1249,"iphone","iPhone 14 256GB Blue",1.38,1.34,3018.58,3122.87,905.072463768116,0.299833850276659
"748","Canada","CAD",3399,"mac","16-inch MacBook Pro - Space Gray",1.38,1.34,3018.58,3122.87,2463.04347826087,0.815960974451852
"749","Canada","CAD",1599,"mac","24-inch Blue iMac with 4.5K Retina display",1.38,1.34,3018.58,3122.87,1158.69565217391,0.38385454490983
"750","Canada","CAD",2089,"iphone","iPhone 14 Pro 1TB Silver",1.38,1.34,3018.58,3122.87,1513.76811594203,0.501483517396269
"751","Canada","CAD",999,"ipad","10.9-inch iPad Air Wi-Fi + Cellular 64GB - Pink",1.38,1.34,3018.58,3122.87,723.913043478261,0.239819068395822
"752","Canada","CAD",1699,"iphone","iPhone 14 Pro Max 256GB Silver",1.38,1.34,3018.58,3122.87,1231.15942028986,0.407860457662164
"753","Canada","CAD",1249,"iphone","iPhone 14 Plus 128GB Starlight",1.38,1.34,3018.58,3122.87,905.072463768116,0.299833850276659
"754","Canada","CAD",3179,"ipad","12.9-inch iPad Pro Wi-Fi + Cellular 2TB - Space Gray",1.38,1.34,3018.58,3122.87,2303.6231884058,0.763147966396715
"755","Canada","CAD",1199,"ipad","10.9-inch iPad Air Wi-Fi + Cellular 256GB - Blue",1.38,1.34,3018.58,3122.87,868.840579710145,0.287830893900491
"756","Canada","CAD",2099,"mac","24-inch Pink iMac with 4.5K Retina display",1.38,1.34,3018.58,3122.87,1521.01449275362,0.503884108671502
"757","Canada","CAD",1199,"ipad","10.9-inch iPad Air Wi-Fi + Cellular 256GB - Starlight",1.38,1.34,3018.58,3122.87,868.840579710145,0.287830893900491
"758","Canada","CAD",1499,"mac","MacBook Air with M2 chip - Space Gray",1.38,1.34,3018.58,3122.87,1086.23188405797,0.359848632157495
"759","Canada","CAD",1099,"iphone","iPhone 14 128GB Midnight",1.38,1.34,3018.58,3122.87,796.376811594203,0.263824981148157
"760","Canada","CAD",1819,"iphone","iPhone 14 Pro 512GB Space Black",1.38,1.34,3018.58,3122.87,1318.11594202899,0.436667552964966
"761","Canada","CAD",1099,"ipad","11-inch iPad Pro Wi-Fi 128GB - Silver",1.38,1.34,3018.58,3122.87,796.376811594203,0.263824981148157
"762","Canada","CAD",1249,"iphone","iPhone 14 256GB Starlight",1.38,1.34,3018.58,3122.87,905.072463768116,0.299833850276659
"763","Canada","CAD",2099,"mac","24-inch Yellow iMac with 4.5K Retina display",1.38,1.34,3018.58,3122.87,1521.01449275362,0.503884108671502
"764","Canada","CAD",2779,"ipad","11-inch iPad Pro Wi-Fi + Cellular 2TB - Silver",1.38,1.34,3018.58,3122.87,2013.76811594203,0.667124315387377
"765","Canada","CAD",1899,"ipad","12.9-inch iPad Pro Wi-Fi 512GB - Space Gray",1.38,1.34,3018.58,3122.87,1376.08695652174,0.455872283166833
"766","Canada","CAD",2439,"ipad","12.9-inch iPad Pro Wi-Fi 1TB - Silver",1.38,1.34,3018.58,3122.87,1767.39130434783,0.58550421202944
"767","Canada","CAD",999,"ipad","10.9-inch iPad Air Wi-Fi + Cellular 64GB - Starlight",1.38,1.34,3018.58,3122.87,723.913043478261,0.239819068395822
"768","Canada","CAD",1299,"mac","MacBook Air with M1 chip - Silver",1.38,1.34,3018.58,3122.87,941.304347826087,0.311836806652826
"769","Canada","CAD",1199,"ipad","10.9-inch iPad Air Wi-Fi + Cellular 256GB - Purple",1.38,1.34,3018.58,3122.87,868.840579710145,0.287830893900491
"770","Canada","CAD",1099,"ipad","11-inch iPad Pro Wi-Fi 128GB - Space Gray",1.38,1.34,3018.58,3122.87,796.376811594203,0.263824981148157
"771","Canada","CAD",1519,"iphone","iPhone 14 512GB Midnight",1.38,1.34,3018.58,3122.87,1100.72463768116,0.364649814707962
"772","Canada","CAD",1399,"iphone","iPhone 14 Pro 128GB Gold",1.38,1.34,3018.58,3122.87,1013.76811594203,0.33584271940516
"773","Canada","CAD",1669,"iphone","iPhone 14 Plus 512GB Midnight",1.38,1.34,3018.58,3122.87,1209.42028985507,0.400658683836464
"774","Canada","CAD",2089,"iphone","iPhone 14 Pro 1TB Gold",1.38,1.34,3018.58,3122.87,1513.76811594203,0.501483517396269
"775","Canada","CAD",1849,"mac","24-inch Pink iMac with 4.5K Retina display",1.38,1.34,3018.58,3122.87,1339.85507246377,0.443869326790666
"776","Canada","CAD",1249,"iphone","iPhone 14 256GB Midnight",1.38,1.34,3018.58,3122.87,905.072463768116,0.299833850276659
"777","Canada","CAD",1669,"iphone","iPhone 14 Plus 512GB Blue",1.38,1.34,3018.58,3122.87,1209.42028985507,0.400658683836464
"778","Canada","CAD",1819,"iphone","iPhone 14 Pro 512GB Gold",1.38,1.34,3018.58,3122.87,1318.11594202899,0.436667552964966
"779","Canada","CAD",999,"ipad","10.9-inch iPad Air Wi-Fi 256GB - Space Gray",1.38,1.34,3018.58,3122.87,723.913043478261,0.239819068395822
"780","Canada","CAD",1849,"mac","24-inch Orange iMac with 4.5K Retina display",1.38,1.34,3018.58,3122.87,1339.85507246377,0.443869326790666
"781","Canada","CAD",1849,"mac","24-inch Yellow iMac with 4.5K Retina display",1.38,1.34,3018.58,3122.87,1339.85507246377,0.443869326790666
"782","Canada","CAD",1299,"mac","MacBook Air with M1 chip - Gold",1.38,1.34,3018.58,3122.87,941.304347826087,0.311836806652826
"783","Canada","CAD",2099,"ipad","12.9-inch iPad Pro Wi-Fi + Cellular 512GB - Space Gray",1.38,1.34,3018.58,3122.87,1521.01449275362,0.503884108671502
"784","Canada","CAD",1669,"iphone","iPhone 14 Plus 512GB Purple",1.38,1.34,3018.58,3122.87,1209.42028985507,0.400658683836464
"785","Canada","CAD",1829,"ipad","12.9-inch iPad Pro Wi-Fi + Cellular 256GB - Silver",1.38,1.34,3018.58,3122.87,1325.36231884058,0.439068144240199
"786","Canada","CAD",1849,"mac","24-inch Blue iMac with 4.5K Retina display",1.38,1.34,3018.58,3122.87,1339.85507246377,0.443869326790666
"787","Canada","CAD",1699,"mac","13-inch MacBook Pro - Silver",1.38,1.34,3018.58,3122.87,1231.15942028986,0.407860457662164
"788","Canada","CAD",2499,"mac","14-inch MacBook Pro - Silver",1.38,1.34,3018.58,3122.87,1810.86956521739,0.599907759680841
"789","Canada","CAD",1669,"iphone","iPhone 14 Plus 512GB (PRODUCT)RED",1.38,1.34,3018.58,3122.87,1209.42028985507,0.400658683836464
"790","Canada","CAD",1699,"mac","13-inch MacBook Pro - Space Gray",1.38,1.34,3018.58,3122.87,1231.15942028986,0.407860457662164
"791","Canada","CAD",799,"ipad","10.9-inch iPad Air Wi-Fi 64GB - Purple",1.38,1.34,3018.58,3122.87,578.985507246377,0.191807242891153
"792","Canada","CAD",1849,"mac","24-inch Purple iMac with 4.5K Retina display",1.38,1.34,3018.58,3122.87,1339.85507246377,0.443869326790666
"793","Canada","CAD",1699,"ipad","12.9-inch iPad Pro Wi-Fi + Cellular 128GB - Silver",1.38,1.34,3018.58,3122.87,1231.15942028986,0.407860457662164
"794","Canada","CAD",1099,"iphone","iPhone 14 128GB (PRODUCT)RED",1.38,1.34,3018.58,3122.87,796.376811594203,0.263824981148157
"795","Canada","CAD",799,"ipad","10.9-inch iPad Wi‑Fi + Cellular 64GB - Blue",1.38,1.34,3018.58,3122.87,578.985507246377,0.191807242891153
"796","Canada","CAD",1899,"mac","MacBook Air with M2 chip - Silver",1.38,1.34,3018.58,3122.87,1376.08695652174,0.455872283166833
"797","Canada","CAD",1549,"iphone","iPhone 14 Pro Max 128GB Silver",1.38,1.34,3018.58,3122.87,1122.46376811594,0.371851588533662
"798","Canada","CAD",2099,"mac","24-inch Orange iMac with 4.5K Retina display",1.38,1.34,3018.58,3122.87,1521.01449275362,0.503884108671502
"799","Canada","CAD",799,"ipad","10.9-inch iPad Wi‑Fi + Cellular 64GB - Silver",1.38,1.34,3018.58,3122.87,578.985507246377,0.191807242891153
"800","Canada","CAD",1249,"iphone","iPhone 14 256GB (PRODUCT)RED",1.38,1.34,3018.58,3122.87,905.072463768116,0.299833850276659
"801","Canada","CAD",1549,"iphone","iPhone 14 Pro 256GB Deep Purple",1.38,1.34,3018.58,3122.87,1122.46376811594,0.371851588533662
"802","Canada","CAD",2779,"ipad","11-inch iPad Pro Wi-Fi + Cellular 2TB - Space Gray",1.38,1.34,3018.58,3122.87,2013.76811594203,0.667124315387377
"803","Canada","CAD",999,"ipad","10.9-inch iPad Wi‑Fi + Cellular 256GB - Pink",1.38,1.34,3018.58,3122.87,723.913043478261,0.239819068395822
"804","Canada","CAD",2239,"ipad","11-inch iPad Pro Wi-Fi + Cellular 1TB - Space Gray",1.38,1.34,3018.58,3122.87,1622.46376811594,0.537492386524771
"805","Canada","CAD",1499,"ipad","12.9-inch iPad Pro Wi-Fi 128GB - Silver",1.38,1.34,3018.58,3122.87,1086.23188405797,0.359848632157495
"806","Canada","CAD",2239,"iphone","iPhone 14 Pro Max 1TB Gold",1.38,1.34,3018.58,3122.87,1622.46376811594,0.537492386524771
"807","Canada","CAD",1549,"iphone","iPhone 14 Pro Max 128GB Space Black",1.38,1.34,3018.58,3122.87,1122.46376811594,0.371851588533662
"808","Canada","CAD",799,"ipad","10.9-inch iPad Air Wi-Fi 64GB - Blue",1.38,1.34,3018.58,3122.87,578.985507246377,0.191807242891153
"809","Canada","CAD",2099,"mac","24-inch Silver iMac with 4.5K Retina display",1.38,1.34,3018.58,3122.87,1521.01449275362,0.503884108671502
"810","Canada","CAD",1549,"iphone","iPhone 14 Pro Max 128GB Gold",1.38,1.34,3018.58,3122.87,1122.46376811594,0.371851588533662
"811","Canada","CAD",1399,"iphone","iPhone 14 Pro 128GB Silver",1.38,1.34,3018.58,3122.87,1013.76811594203,0.33584271940516
"812","Canada","CAD",999,"ipad","10.9-inch iPad Air Wi-Fi 256GB - Purple",1.38,1.34,3018.58,3122.87,723.913043478261,0.239819068395822
"813","Canada","CAD",3399,"mac","16-inch MacBook Pro - Silver",1.38,1.34,3018.58,3122.87,2463.04347826087,0.815960974451852
"814","Canada","CAD",799,"ipad","10.9-inch iPad Wi‑Fi 256GB - Blue",1.38,1.34,3018.58,3122.87,578.985507246377,0.191807242891153
"815","Canada","CAD",1549,"iphone","iPhone 14 Pro 256GB Gold",1.38,1.34,3018.58,3122.87,1122.46376811594,0.371851588533662
"816","Canada","CAD",1499,"ipad","12.9-inch iPad Pro Wi-Fi 128GB - Space Gray",1.38,1.34,3018.58,3122.87,1086.23188405797,0.359848632157495
"817","Canada","CAD",1249,"iphone","iPhone 14 256GB Purple",1.38,1.34,3018.58,3122.87,905.072463768116,0.299833850276659
"818","Canada","CAD",1969,"iphone","iPhone 14 Pro Max 512GB Silver",1.38,1.34,3018.58,3122.87,1426.8115942029,0.472676422093467
"819","Canada","CAD",2579,"ipad","11-inch iPad Pro Wi-Fi 2TB - Space Gray",1.38,1.34,3018.58,3122.87,1868.84057971014,0.619112489882708
"820","Canada","CAD",799,"ipad","10.9-inch iPad Air Wi-Fi 64GB - Space Gray",1.38,1.34,3018.58,3122.87,578.985507246377,0.191807242891153
"821","Canada","CAD",1899,"mac","MacBook Air with M2 chip - Space Gray",1.38,1.34,3018.58,3122.87,1376.08695652174,0.455872283166833
"822","Canada","CAD",2039,"ipad","11-inch iPad Pro Wi-Fi 1TB - Space Gray",1.38,1.34,3018.58,3122.87,1477.53623188406,0.489480561020102
"823","Canada","CAD",1399,"iphone","iPhone 14 Pro 128GB Deep Purple",1.38,1.34,3018.58,3122.87,1013.76811594203,0.33584271940516
"824","Canada","CAD",4399,"mac","16-inch MacBook Pro - Silver",1.38,1.34,3018.58,3122.87,3187.68115942029,1.0560201019752
"825","Canada","CAD",599,"ipad","10.9-inch iPad Wi‑Fi 64GB - Blue",1.38,1.34,3018.58,3122.87,434.057971014493,0.143795417386484
"826","Canada","CAD",1949,"mac","13-inch MacBook Pro - Silver",1.38,1.34,3018.58,3122.87,1412.31884057971,0.467875239543
"827","Canada","CAD",1819,"iphone","iPhone 14 Pro 512GB Silver",1.38,1.34,3018.58,3122.87,1318.11594202899,0.436667552964966
"828","Canada","CAD",599,"ipad","10.9-inch iPad Wi‑Fi 64GB - Silver",1.38,1.34,3018.58,3122.87,434.057971014493,0.143795417386484
