sku,price,category,name,currency,country,store
MK1H3,{'fullPrice': 124900.0},mac,16-inch MacBook Pro - Silver,THB,th,AOS: Thailand Consumer (English)
MK1F3,{'fullPrice': 96900.0},mac,16-inch MacBook Pro - Silver,THB,th,AOS: Thailand Consumer (English)
MNEQ3,{'fullPrice': 2299.0},mac,13-inch MacBook Pro - Silver,AUD,au,AOS: Australia Consumer
MNEP3,{'fullPrice': 1999.0},mac,13-inch MacBook Pro - Silver,AUD,au,AOS: Australia Consumer
MNEH3,{'fullPrice': 1999.0},mac,13-inch MacBook Pro - Space Gray,AUD,au,AOS: Australia Consumer
MNEJ3,{'fullPrice': 2299.0},mac,13-inch MacBook Pro - Space Gray,AUD,au,AOS: Australia Consumer
MKGT3,{'fullPrice': 3749.0},mac,14-inch MacBook Pro - Silver,AUD,au,AOS: Australia Consumer
MKGR3,{'fullPrice': 2999.0},mac,14-inch MacBook Pro - Silver,AUD,au,AOS: Australia Consumer
MKGQ3,{'fullPrice': 3749.0},mac,14-inch MacBook Pro - Space Gray,AUD,au,AOS: Australia Consumer
MKGP3,{'fullPrice': 2999.0},mac,14-inch MacBook Pro - Space Gray,AUD,au,AOS: Australia Consumer
MK183,{'fullPrice': 3749.0},mac,16-inch MacBook Pro - Space Gray,AUD,au,AOS: Australia Consumer
MK193,{'fullPrice': 4049.0},mac,16-inch MacBook Pro - Space Gray,AUD,au,AOS: Australia Consumer
MK1A3,{'fullPrice': 5249.0},mac,16-inch MacBook Pro - Space Gray,AUD,au,AOS: Australia Consumer
MK1E3,{'fullPrice': 3749.0},mac,16-inch MacBook Pro - Silver,AUD,au,AOS: Australia Consumer
MK1H3,{'fullPrice': 5249.0},mac,16-inch MacBook Pro - Silver,AUD,au,AOS: Australia Consumer
MK1F3,{'fullPrice': 4049.0},mac,16-inch MacBook Pro - Silver,AUD,au,AOS: Australia Consumer
MNEQ3,{'fullPrice': 6499.0},mac,13-inch MacBook Pro - Silver,MYR,my,AOS: Malaysia Consumer
MNEP3,{'fullPrice': 5699.0},mac,13-inch MacBook Pro - Silver,MYR,my,AOS: Malaysia Consumer
MNEH3,{'fullPrice': 5699.0},mac,13-inch MacBook Pro - Space Gray,MYR,my,AOS: Malaysia Consumer
MNEJ3,{'fullPrice': 6499.0},mac,13-inch MacBook Pro - Space Gray,MYR,my,AOS: Malaysia Consumer
MKGT3,{'fullPrice': 10799.0},mac,14-inch MacBook Pro - Silver,MYR,my,AOS: Malaysia Consumer
MKGR3,{'fullPrice': 8799.0},mac,14-inch MacBook Pro - Silver,MYR,my,AOS: Malaysia Consumer
MKGQ3,{'fullPrice': 10799.0},mac,14-inch MacBook Pro - Space Gray,MYR,my,AOS: Malaysia Consumer
MKGP3,{'fullPrice': 8799.0},mac,14-inch MacBook Pro - Space Gray,MYR,my,AOS: Malaysia Consumer
MK183,{'fullPrice': 10799.0},mac,16-inch MacBook Pro - Space Gray,MYR,my,AOS: Malaysia Consumer
MK193,{'fullPrice': 11599.0},mac,16-inch MacBook Pro - Space Gray,MYR,my,AOS: Malaysia Consumer
MK1A3,{'fullPrice': 14799.0},mac,16-inch MacBook Pro - Space Gray,MYR,my,AOS: Malaysia Consumer
MK1E3,{'fullPrice': 10799.0},mac,16-inch MacBook Pro - Silver,MYR,my,AOS: Malaysia Consumer
MK1H3,{'fullPrice': 14799.0},mac,16-inch MacBook Pro - Silver,MYR,my,AOS: Malaysia Consumer
MK1F3,{'fullPrice': 11599.0},mac,16-inch MacBook Pro - Silver,MYR,my,AOS: Malaysia Consumer
MNEQ3,{'fullPrice': 45900.0},mac,13-inch MacBook Pro - Silver,TWD,tw,AOS: Taiwan Consumer
MNEP3,{'fullPrice': 39900.0},mac,13-inch MacBook Pro - Silver,TWD,tw,AOS: Taiwan Consumer
MNEH3,{'fullPrice': 39900.0},mac,13-inch MacBook Pro - Space Gray,TWD,tw,AOS: Taiwan Consumer
MNEJ3,{'fullPrice': 45900.0},mac,13-inch MacBook Pro - Space Gray,TWD,tw,AOS: Taiwan Consumer
MKGT3,{'fullPrice': 74900.0},mac,14-inch MacBook Pro - Silver,TWD,tw,AOS: Taiwan Consumer
MKGR3,{'fullPrice': 59900.0},mac,14-inch MacBook Pro - Silver,TWD,tw,AOS: Taiwan Consumer
MKGQ3,{'fullPrice': 74900.0},mac,14-inch MacBook Pro - Space Gray,TWD,tw,AOS: Taiwan Consumer
MKGP3,{'fullPrice': 59900.0},mac,14-inch MacBook Pro - Space Gray,TWD,tw,AOS: Taiwan Consumer
MK183,{'fullPrice': 74900.0},mac,16-inch MacBook Pro - Space Gray,TWD,tw,AOS: Taiwan Consumer
MK193,{'fullPrice': 80900.0},mac,16-inch MacBook Pro - Space Gray,TWD,tw,AOS: Taiwan Consumer
MK1A3,{'fullPrice': 104900.0},mac,16-inch MacBook Pro - Space Gray,TWD,tw,AOS: Taiwan Consumer
MK1E3,{'fullPrice': 74900.0},mac,16-inch MacBook Pro - Silver,TWD,tw,AOS: Taiwan Consumer
MK1H3,{'fullPrice': 104900.0},mac,16-inch MacBook Pro - Silver,TWD,tw,AOS: Taiwan Consumer
MK1F3,{'fullPrice': 80900.0},mac,16-inch MacBook Pro - Silver,TWD,tw,AOS: Taiwan Consumer
MNEQ3,{'fullPrice': 11499.0},mac,13-inch MacBook Pro - Silver,CNY,cn,AOS: China Consumer
MNEP3,{'fullPrice': 9999.0},mac,13-inch MacBook Pro - Silver,CNY,cn,AOS: China Consumer
MNEH3,{'fullPrice': 9999.0},mac,13-inch MacBook Pro - Space Gray,CNY,cn,AOS: China Consumer
MNEJ3,{'fullPrice': 11499.0},mac,13-inch MacBook Pro - Space Gray,CNY,cn,AOS: China Consumer
MKGT3,{'fullPrice': 18999.0},mac,14-inch MacBook Pro - Silver,CNY,cn,AOS: China Consumer
MKGR3,{'fullPrice': 14999.0},mac,14-inch MacBook Pro - Silver,CNY,cn,AOS: China Consumer
MKGQ3,{'fullPrice': 18999.0},mac,14-inch MacBook Pro - Space Gray,CNY,cn,AOS: China Consumer
MKGP3,{'fullPrice': 14999.0},mac,14-inch MacBook Pro - Space Gray,CNY,cn,AOS: China Consumer
MK183,{'fullPrice': 18999.0},mac,16-inch MacBook Pro - Space Gray,CNY,cn,AOS: China Consumer
MK193,{'fullPrice': 20499.0},mac,16-inch MacBook Pro - Space Gray,CNY,cn,AOS: China Consumer
MK1A3,{'fullPrice': 26499.0},mac,16-inch MacBook Pro - Space Gray,CNY,cn,AOS: China Consumer
MK1E3,{'fullPrice': 18999.0},mac,16-inch MacBook Pro - Silver,CNY,cn,AOS: China Consumer
MK1H3,{'fullPrice': 26499.0},mac,16-inch MacBook Pro - Silver,CNY,cn,AOS: China Consumer
MK1F3,{'fullPrice': 20499.0},mac,16-inch MacBook Pro - Silver,CNY,cn,AOS: China Consumer
MNEQ3,{'fullPrice': 11499.0},mac,13-inch MacBook Pro - Silver,HKD,hk,AOS: HongKong Consumer
MNEP3,{'fullPrice': 9999.0},mac,13-inch MacBook Pro - Silver,HKD,hk,AOS: HongKong Consumer
MNEH3,{'fullPrice': 9999.0},mac,13-inch MacBook Pro - Space Gray,HKD,hk,AOS: HongKong Consumer
MNEJ3,{'fullPrice': 11499.0},mac,13-inch MacBook Pro - Space Gray,HKD,hk,AOS: HongKong Consumer
MKGT3,{'fullPrice': 19799.0},mac,14-inch MacBook Pro - Silver,HKD,hk,AOS: HongKong Consumer
MKGR3,{'fullPrice': 15999.0},mac,14-inch MacBook Pro - Silver,HKD,hk,AOS: HongKong Consumer
MKGQ3,{'fullPrice': 19799.0},mac,14-inch MacBook Pro - Space Gray,HKD,hk,AOS: HongKong Consumer
MKGP3,{'fullPrice': 15999.0},mac,14-inch MacBook Pro - Space Gray,HKD,hk,AOS: HongKong Consumer
MK183,{'fullPrice': 19799.0},mac,16-inch MacBook Pro - Space Gray,HKD,hk,AOS: HongKong Consumer
MK193,{'fullPrice': 21299.0},mac,16-inch MacBook Pro - Space Gray,HKD,hk,AOS: HongKong Consumer
MK1A3,{'fullPrice': 27299.0},mac,16-inch MacBook Pro - Space Gray,HKD,hk,AOS: HongKong Consumer
MK1E3,{'fullPrice': 19799.0},mac,16-inch MacBook Pro - Silver,HKD,hk,AOS: HongKong Consumer
MK1H3,{'fullPrice': 27299.0},mac,16-inch MacBook Pro - Silver,HKD,hk,AOS: HongKong Consumer
MK1F3,{'fullPrice': 21299.0},mac,16-inch MacBook Pro - Silver,HKD,hk,AOS: HongKong Consumer
MJV83,{'fullPrice': 73990.0},mac,24-inch Green iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
MGPH3,{'fullPrice': 85990.0},mac,24-inch Green iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
MGPJ3,{'fullPrice': 97990.0},mac,24-inch Green iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
Z132,{'fullPrice': 85990.0},mac,24-inch Orange iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
Z133,{'fullPrice': 97990.0},mac,24-inch Orange iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
MGPK3,{'fullPrice': 85990.0},mac,24-inch Blue iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
MJV93,{'fullPrice': 73990.0},mac,24-inch Blue iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
MGPL3,{'fullPrice': 97990.0},mac,24-inch Blue iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
MGPN3,{'fullPrice': 97990.0},mac,24-inch Pink iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
MJVA3,{'fullPrice': 73990.0},mac,24-inch Pink iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
MGPM3,{'fullPrice': 85990.0},mac,24-inch Pink iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
Z131,{'fullPrice': 97990.0},mac,24-inch Purple iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
Z130,{'fullPrice': 85990.0},mac,24-inch Purple iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
Z12T,{'fullPrice': 97990.0},mac,24-inch Yellow iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
Z12S,{'fullPrice': 85990.0},mac,24-inch Yellow iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
MGPD3,{'fullPrice': 97990.0},mac,24-inch Silver iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
MGPC3,{'fullPrice': 85990.0},mac,24-inch Silver iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
MGTF3,{'fullPrice': 73990.0},mac,24-inch Silver iMac with 4.5K Retina display,PHP,ph,AOS: Philippines Consumer
MJV83,{'fullPrice': 639990.0},mac,24-inch Green iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
MGPH3,{'fullPrice': 739990.0},mac,24-inch Green iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
MGPJ3,{'fullPrice': 839990.0},mac,24-inch Green iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
Z132,{'fullPrice': 739990.0},mac,24-inch Orange iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
Z133,{'fullPrice': 839990.0},mac,24-inch Orange iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
MGPK3,{'fullPrice': 739990.0},mac,24-inch Blue iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
MJV93,{'fullPrice': 639990.0},mac,24-inch Blue iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
MGPL3,{'fullPrice': 839990.0},mac,24-inch Blue iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
MGPN3,{'fullPrice': 839990.0},mac,24-inch Pink iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
MJVA3,{'fullPrice': 639990.0},mac,24-inch Pink iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
MGPM3,{'fullPrice': 739990.0},mac,24-inch Pink iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
Z131,{'fullPrice': 839990.0},mac,24-inch Purple iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
Z130,{'fullPrice': 739990.0},mac,24-inch Purple iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
Z12T,{'fullPrice': 839990.0},mac,24-inch Yellow iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
Z12S,{'fullPrice': 739990.0},mac,24-inch Yellow iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
MGPD3,{'fullPrice': 839990.0},mac,24-inch Silver iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
MGPC3,{'fullPrice': 739990.0},mac,24-inch Silver iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
MGTF3,{'fullPrice': 639990.0},mac,24-inch Silver iMac with 4.5K Retina display,HUF,hu,AOS: Hungary Consumer 
MJV83,{'fullPrice': 1599.0},mac,24-inch Green iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
MGPH3,{'fullPrice': 1849.0},mac,24-inch Green iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
MGPJ3,{'fullPrice': 2099.0},mac,24-inch Green iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
Z132,{'fullPrice': 1849.0},mac,24-inch Orange iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
Z133,{'fullPrice': 2099.0},mac,24-inch Orange iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
MGPK3,{'fullPrice': 1849.0},mac,24-inch Blue iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
MJV93,{'fullPrice': 1599.0},mac,24-inch Blue iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
MGPL3,{'fullPrice': 2099.0},mac,24-inch Blue iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
MGPN3,{'fullPrice': 2099.0},mac,24-inch Pink iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
MJVA3,{'fullPrice': 1599.0},mac,24-inch Pink iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
MGPM3,{'fullPrice': 1849.0},mac,24-inch Pink iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
Z131,{'fullPrice': 2099.0},mac,24-inch Purple iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
Z130,{'fullPrice': 1849.0},mac,24-inch Purple iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
Z12T,{'fullPrice': 2099.0},mac,24-inch Yellow iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
Z12S,{'fullPrice': 1849.0},mac,24-inch Yellow iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
MGPD3,{'fullPrice': 2099.0},mac,24-inch Silver iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
MGPC3,{'fullPrice': 1849.0},mac,24-inch Silver iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
MGTF3,{'fullPrice': 1599.0},mac,24-inch Silver iMac with 4.5K Retina display,CAD,ca,AOS: Canada Consumer
MJV83,{'fullPrice': 174800.0},mac,24-inch Green iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
MGPH3,{'fullPrice': 202800.0},mac,24-inch Green iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
MGPJ3,{'fullPrice': 230800.0},mac,24-inch Green iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
Z132,{'fullPrice': 202800.0},mac,24-inch Orange iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
Z133,{'fullPrice': 230800.0},mac,24-inch Orange iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
MGPK3,{'fullPrice': 202800.0},mac,24-inch Blue iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
MJV93,{'fullPrice': 174800.0},mac,24-inch Blue iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
MGPL3,{'fullPrice': 230800.0},mac,24-inch Blue iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
MGPN3,{'fullPrice': 230800.0},mac,24-inch Pink iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
MJVA3,{'fullPrice': 174800.0},mac,24-inch Pink iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
MGPM3,{'fullPrice': 202800.0},mac,24-inch Pink iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
Z131,{'fullPrice': 230800.0},mac,24-inch Purple iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
Z130,{'fullPrice': 202800.0},mac,24-inch Purple iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
Z12T,{'fullPrice': 230800.0},mac,24-inch Yellow iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
Z12S,{'fullPrice': 202800.0},mac,24-inch Yellow iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
MGPD3,{'fullPrice': 230800.0},mac,24-inch Silver iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
MGPC3,{'fullPrice': 202800.0},mac,24-inch Silver iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
MGTF3,{'fullPrice': 174800.0},mac,24-inch Silver iMac with 4.5K Retina display,JPY,jp,AOS: Japan Consumer
MJV83,{'fullPrice': 1449.0},mac,24-inch Green iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
MGPH3,{'fullPrice': 1669.0},mac,24-inch Green iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
MGPJ3,{'fullPrice': 1899.0},mac,24-inch Green iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
Z132,{'fullPrice': 1669.0},mac,24-inch Orange iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
Z133,{'fullPrice': 1899.0},mac,24-inch Orange iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
MGPK3,{'fullPrice': 1669.0},mac,24-inch Blue iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
MJV93,{'fullPrice': 1449.0},mac,24-inch Blue iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
MGPL3,{'fullPrice': 1899.0},mac,24-inch Blue iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
MGPN3,{'fullPrice': 1899.0},mac,24-inch Pink iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
MJVA3,{'fullPrice': 1449.0},mac,24-inch Pink iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
MGPM3,{'fullPrice': 1669.0},mac,24-inch Pink iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
Z131,{'fullPrice': 1899.0},mac,24-inch Purple iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
Z130,{'fullPrice': 1669.0},mac,24-inch Purple iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
Z12T,{'fullPrice': 1899.0},mac,24-inch Yellow iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
Z12S,{'fullPrice': 1669.0},mac,24-inch Yellow iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
MGPD3,{'fullPrice': 1899.0},mac,24-inch Silver iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
MGPC3,{'fullPrice': 1669.0},mac,24-inch Silver iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
MGTF3,{'fullPrice': 1449.0},mac,24-inch Silver iMac with 4.5K Retina display,EUR,de,AOS: German Consumer
MJV83,{'fullPrice': 14799.0},mac,24-inch Green iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
MGPH3,{'fullPrice': 16799.0},mac,24-inch Green iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
MGPJ3,{'fullPrice': 18799.0},mac,24-inch Green iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
Z132,{'fullPrice': 16799.0},mac,24-inch Orange iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
Z133,{'fullPrice': 18799.0},mac,24-inch Orange iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
MGPK3,{'fullPrice': 16799.0},mac,24-inch Blue iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
MJV93,{'fullPrice': 14799.0},mac,24-inch Blue iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
MGPL3,{'fullPrice': 18799.0},mac,24-inch Blue iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
MGPN3,{'fullPrice': 18799.0},mac,24-inch Pink iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
MJVA3,{'fullPrice': 14799.0},mac,24-inch Pink iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
MGPM3,{'fullPrice': 16799.0},mac,24-inch Pink iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
Z131,{'fullPrice': 18799.0},mac,24-inch Purple iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
Z130,{'fullPrice': 16799.0},mac,24-inch Purple iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
Z12T,{'fullPrice': 18799.0},mac,24-inch Yellow iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
Z12S,{'fullPrice': 16799.0},mac,24-inch Yellow iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
MGPD3,{'fullPrice': 18799.0},mac,24-inch Silver iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
MGPC3,{'fullPrice': 16799.0},mac,24-inch Silver iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
MGTF3,{'fullPrice': 14799.0},mac,24-inch Silver iMac with 4.5K Retina display,BRL,br,AOS: Brazil Consumer
MJV83,{'fullPrice': 9999.0},mac,24-inch Green iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
MGPH3,{'fullPrice': 11499.0},mac,24-inch Green iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
MGPJ3,{'fullPrice': 12999.0},mac,24-inch Green iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
Z132,{'fullPrice': 11499.0},mac,24-inch Orange iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
Z133,{'fullPrice': 12999.0},mac,24-inch Orange iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
MGPK3,{'fullPrice': 11499.0},mac,24-inch Blue iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
MJV93,{'fullPrice': 9999.0},mac,24-inch Blue iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
MGPL3,{'fullPrice': 12999.0},mac,24-inch Blue iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
MGPN3,{'fullPrice': 12999.0},mac,24-inch Pink iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
MJVA3,{'fullPrice': 9999.0},mac,24-inch Pink iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
MGPM3,{'fullPrice': 11499.0},mac,24-inch Pink iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
Z131,{'fullPrice': 12999.0},mac,24-inch Purple iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
Z130,{'fullPrice': 11499.0},mac,24-inch Purple iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
Z12T,{'fullPrice': 12999.0},mac,24-inch Yellow iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
Z12S,{'fullPrice': 11499.0},mac,24-inch Yellow iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
MGPD3,{'fullPrice': 12999.0},mac,24-inch Silver iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
MGPC3,{'fullPrice': 11499.0},mac,24-inch Silver iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
MGTF3,{'fullPrice': 9999.0},mac,24-inch Silver iMac with 4.5K Retina display,HKD,hk,AOS: Hong Kong Chinese Consumer 
MJV83,{'fullPrice': 1449.0},mac,24-inch Green iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
MGPH3,{'fullPrice': 1669.0},mac,24-inch Green iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
MGPJ3,{'fullPrice': 1899.0},mac,24-inch Green iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
Z132,{'fullPrice': 1669.0},mac,24-inch Orange iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
Z133,{'fullPrice': 1899.0},mac,24-inch Orange iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
MGPK3,{'fullPrice': 1669.0},mac,24-inch Blue iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
MJV93,{'fullPrice': 1449.0},mac,24-inch Blue iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
MGPL3,{'fullPrice': 1899.0},mac,24-inch Blue iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
MGPN3,{'fullPrice': 1899.0},mac,24-inch Pink iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
MJVA3,{'fullPrice': 1449.0},mac,24-inch Pink iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
MGPM3,{'fullPrice': 1669.0},mac,24-inch Pink iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
Z131,{'fullPrice': 1899.0},mac,24-inch Purple iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
Z130,{'fullPrice': 1669.0},mac,24-inch Purple iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
Z12T,{'fullPrice': 1899.0},mac,24-inch Yellow iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
Z12S,{'fullPrice': 1669.0},mac,24-inch Yellow iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
MGPD3,{'fullPrice': 1899.0},mac,24-inch Silver iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
MGPC3,{'fullPrice': 1669.0},mac,24-inch Silver iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
MGTF3,{'fullPrice': 1449.0},mac,24-inch Silver iMac with 4.5K Retina display,EUR,at,AOS: Austrian Consumer
MJV83,{'fullPrice': 1449.0},mac,24-inch Green iMac with 4.5K Retina display,EUR,es,AOS: Spain Consumer
MGPH3,{'fullPrice': 1669.0},mac,24-inch Green iMac with 4.5K Retina display,EUR,es,AOS: Spain Consumer
MGPJ3,{'fullPrice': 1899.0},mac,24-inch Green iMac with 4.5K Retina display,EUR,es,AOS: Spain Consumer
Z132,{'fullPrice': 1669.0},mac,24-inch Orange iMac with 4.5K Retina display,EUR,es,AOS: Spain Consumer
Z133,{'fullPrice': 1899.0},mac,24-inch Orange iMac with 4.5K Retina display,EUR,es,AOS: Spain Consumer
MGPK3,{'fullPrice': 1669.0},mac,24-inch Blue iMac with 4.5K Retina display,EUR,es,AOS: Spain Consumer
MJV93,{'fullPrice': 1449.0},mac,24-inch Blue iMac with 4.5K Retina display,EUR,es,AOS: Spain Consumer
MGPL3,{'fullPrice': 1899.0},mac,24-inch Blue iMac with 4.5K Retina display,EUR,es,AOS: Spain Consumer
MGPN3,{'fullPrice': 1899.0},mac,24-inch Pink iMac with 4.5K Retina display,EUR,es,AOS: Spain Consumer
